PMID	abstract	a_term	b_term	c_term	cot	label
20870100	Rheumatoid arthritis is characterised by persistent synovitis, systemic inflammation, and autoantibodies (particularly to rheumatoid factor and citrullinated peptide). 50% of the risk for development of rheumatoid arthritis is attributable to genetic factors. Smoking is the main environmental risk. In industrialised countries, rheumatoid arthritis affects 0·5-1·0% of adults, with 5-50 per 100 000 new cases annually. The disorder is most typical in women and elderly people. Uncontrolled active rheumatoid arthritis causes joint damage, disability, decreased quality of life, and cardiovascular and other comorbidities. Disease-modifying antirheumatic drugs (DMARDs), the key therapeutic agents, reduce synovitis and systemic inflammation and improve function. The leading DMARD is methotrexate, which can be combined with other drugs of this type. Biological agents are used when arthritis is uncontrolled or toxic effects arise with DMARDs. Tumour necrosis factor inhibitors were the first biological agents, followed by abatacept, rituximab, and tocilizumab. Infections and high costs restrict prescription of biological agents. Long-term remission induced by intensive, short-term treatment selected by biomarker profiles is the ultimate goal.	Rheumatoid Arthritis		Rituximab		1
28264816	Recent insights in rheumatoid arthritis (RA) necessitated updating the European League Against Rheumatism (EULAR) RA management recommendations. A large international Task Force based decisions on evidence from 3 systematic literature reviews, developing 4 overarching principles and 12 recommendations (vs 3 and 14, respectively, in 2013). The recommendations address conventional synthetic (cs) disease-modifying antirheumatic drugs (DMARDs) (methotrexate (MTX), leflunomide, sulfasalazine); glucocorticoids (GC); biological (b) DMARDs (tumour necrosis factor (TNF)-inhibitors (adalimumab, certolizumab pegol, etanercept, golimumab, infliximab), abatacept, rituximab, tocilizumab, clazakizumab, sarilumab and sirukumab and biosimilar (bs) DMARDs) and targeted synthetic (ts) DMARDs (Janus kinase (Jak) inhibitors tofacitinib, baricitinib). Monotherapy, combination therapy, treatment strategies (treat-to-target) and the targets of sustained clinical remission (as defined by the American College of Rheumatology-(ACR)-EULAR Boolean or index criteria) or low disease activity are discussed. Cost aspects were taken into consideration. As first strategy, the Task Force recommends MTX (rapid escalation to 25 mg/week) plus short-term GC, aiming at >50% improvement within 3 and target attainment within 6 months. If this fails stratification is recommended. Without unfavourable prognostic markers, switching to-or adding-another csDMARDs (plus short-term GC) is suggested. In the presence of unfavourable prognostic markers (autoantibodies, high disease activity, early erosions, failure of 2 csDMARDs), any bDMARD (current practice) or Jak-inhibitor should be added to the csDMARD. If this fails, any other bDMARD or tsDMARD is recommended. If a patient is in sustained remission, bDMARDs can be tapered. For each recommendation, levels of evidence and Task Force agreement are provided, both mostly very high. These recommendations intend informing rheumatologists, patients, national rheumatology societies, hospital officials, social security agencies and regulators about EULAR's most recent consensus on the management of RA, aimed at attaining best outcomes with current therapies.	Rheumatoid Arthritis		Rituximab		1
24161836	In this article, the 2010 European League against Rheumatism (EULAR) recommendations for the management of rheumatoid arthritis (RA) with synthetic and biological disease-modifying antirheumatic drugs (sDMARDs and bDMARDs, respectively) have been updated. The 2013 update has been developed by an international task force, which based its decisions mostly on evidence from three systematic literature reviews (one each on sDMARDs, including glucocorticoids, bDMARDs and safety aspects of DMARD therapy); treatment strategies were also covered by the searches. The evidence presented was discussed and summarised by the experts in the course of a consensus finding and voting process. Levels of evidence and grades of recommendations were derived and levels of agreement (strengths of recommendations) were determined. Fourteen recommendations were developed (instead of 15 in 2010). Some of the 2010 recommendations were deleted, and others were amended or split. The recommendations cover general aspects, such as attainment of remission or low disease activity using a treat-to-target approach, and the need for shared decision-making between rheumatologists and patients. The more specific items relate to starting DMARD therapy using a conventional sDMARD (csDMARD) strategy in combination with glucocorticoids, followed by the addition of a bDMARD or another csDMARD strategy (after stratification by presence or absence of adverse risk factors) if the treatment target is not reached within 6 months (or improvement not seen at 3 months). Tumour necrosis factor inhibitors (adalimumab, certolizumab pegol, etanercept, golimumab, infliximab, biosimilars), abatacept, tocilizumab and, under certain circumstances, rituximab are essentially considered to have similar efficacy and safety. If the first bDMARD strategy fails, any other bDMARD may be used. The recommendations also address tofacitinib as a targeted sDMARD (tsDMARD), which is recommended, where licensed, after use of at least one bDMARD. Biosimilars are also addressed. These recommendations are intended to inform rheumatologists, patients, national rheumatology societies and other stakeholders about EULAR's most recent consensus on the management of RA with sDMARDs, glucocorticoids and bDMARDs. They are based on evidence and expert opinion and intended to improve outcome in patients with RA.	Rheumatoid Arthritis		Rituximab		1
10979111	Conventional nonsteroidal anti-inflammatory drugs (NSAIDs) are associated with a spectrum of toxic effects, notably gastrointestinal (GI) effects, because of inhibition of cyclooxygenase (COX)-1. Whether COX-2-specific inhibitors are associated with fewer clinical GI toxic effects is unknown. To determine whether celecoxib, a COX-2-specific inhibitor, is associated with a lower incidence of significant upper GI toxic effects and other adverse effects compared with conventional NSAIDs. The Celecoxib Long-term Arthritis Safety Study (CLASS), a double-blind, randomized controlled trial conducted from September 1998 to March 2000. Three hundred eighty-six clinical sites in the United States and Canada. A total of 8059 patients (>/=18 years old) with osteoarthritis (OA) or rheumatoid arthritis (RA) were enrolled in the study, and 7968 received at least 1 dose of study drug. A total of 4573 patients (57%) received treatment for 6 months. Patients were randomly assigned to receive celecoxib, 400 mg twice per day (2 and 4 times the maximum RA and OA dosages, respectively; n = 3987); ibuprofen, 800 mg 3 times per day (n = 1985); or diclofenac, 75 mg twice per day (n = 1996). Aspirin use for cardiovascular prophylaxis (</=325 mg/d) was permitted. Incidence of prospectively defined symptomatic upper GI ulcers and ulcer complications (bleeding, perforation, and obstruction) and other adverse effects during the 6-month treatment period. For all patients, the annualized incidence rates of upper GI ulcer complications alone and combined with symptomatic ulcers for celecoxib vs NSAIDs were 0.76% vs 1.45% (P =.09) and 2. 08% vs 3.54% (P =.02), respectively. For patients not taking aspirin, the annualized incidence rates of upper GI ulcer complications alone and combined with symptomatic ulcers for celecoxib vs NSAIDs were 0.44% vs 1.27% (P =.04) and 1.40% vs 2.91% (P =.02). For patients taking aspirin, the annualized incidence rates of upper GI ulcer complications alone and combined with symptomatic ulcers for celecoxib vs NSAIDs were 2.01% vs 2.12% (P =.92) and 4.70% vs 6.00% (P =.49). Fewer celecoxib-treated patients than NSAID-treated patients experienced chronic GI blood loss, GI intolerance, hepatotoxicity, or renal toxicity. No difference was noted in the incidence of cardiovascular events between celecoxib and NSAIDs, irrespective of aspirin use. In this study, celecoxib, at dosages greater than those indicated clinically, was associated with a lower incidence of symptomatic ulcers and ulcer complications combined, as well as other clinically important toxic effects, compared with NSAIDs at standard dosages. The decrease in upper GI toxicity was strongest among patients not taking aspirin concomitantly. JAMA. 2000;284:1247-1255	Rheumatoid Arthritis		Aspirin		0
12835414	Prostaglandin (PG)E2 is a potent mediator of pain and inflammation, and high levels of this lipid mediator are observed in numerous disease states. The inhibition of PGE2 production to control pain and to treat diseases such as rheumatoid arthritis to date has depended on nonsteroidal antiinflammatory agents such as aspirin. However, these agents inhibit the synthesis of all prostanoids. To produce biologically active PGE2, PGE synthases catalyze the isomerization of PGH2 into PGE2. Recently, several PGE synthases have been identified and cloned, but their role in inflammation is not clear. To study the physiological role of the individual PGE synthases, we have generated by targeted homologous recombination a mouse line deficient in microsomal PGE synthase 1 (mPGES1) on the inbred DBA/1lacJ background. mPGES1-deficient (mPGES1-/-) mice are viable and fertile and develop normally compared with wild-type controls. However, mPGES1-/- mice displayed a marked reduction in inflammatory responses compared with mPGES1+/+ mice in multiple assays. Here, we identify mPGES1 as the PGE synthase that contributes to the pathogenesis of collagen-induced arthritis, a disease model of human rheumatoid arthritis. We also show that mPGES1 is responsible for the production of PGE2 that mediates acute pain during an inflammatory response. These findings suggest that mPGES1 provides a target for the treatment of inflammatory diseases and pain associated with inflammatory states.	Rheumatoid Arthritis		Aspirin		1
9751091	To investigate the efficacy and safety of SC-58635 (celecoxib), an antiinflammatory and analgesic agent that acts by selective cyclooxygenase 2 (COX-2) inhibition and is not expected to cause the typical gastrointestinal (GI), renal, and platelet-related side effects associated with inhibition of the COX-1 enzyme. Four phase II trials were performed: a 2-week osteoarthritis efficacy trial, a 4-week rheumatoid arthritis efficacy trial, a 1-week endoscopic study of GI mucosal effects, and a 1-week study of effects on platelet function. The 2 arthritis trials identified SC-58635 dosage levels that were consistently effective in treating the signs and symptoms of arthritis and were distinguished from placebo on standard arthritis scales. In the upper GI endoscopy study, 19% of subjects receiving naproxen (6 of 32) developed gastric ulcers, whereas no ulcers occurred in subjects receiving SC-58635 or placebo. The study of platelet effects revealed no meaningful effect of SC-58635 on platelet aggregation or thromboxane B2 levels, whereas aspirin caused significant decreases in 2 of 3 platelet aggregation measures and thromboxane B2 levels. In all 4 trials, SC-58635 was well tolerated, with a safety profile similar to that of placebo. SC-58635 achieves analgesic and antiinflammatory efficacy in arthritis through selective COX-2 inhibition, without showing any evidence of 2 of the toxic effects of COX-1 inhibition associated with nonsteroidal antiinflammatory drugs.	Rheumatoid Arthritis		Aspirin		0
8618582	Acid suppression with famotidine, a histamine H2-receptor antagonist, provides protection against gastric injury in normal subjects receiving short courses of aspirin or naproxen. The efficacy of famotidine in preventing peptic ulcers in patients receiving long-term therapy with nonsteroidal antiinflammatory drugs (NSAIDs) is not known. We studied the efficacy of two doses of famotidine (20 mg and 40 mg, each given orally twice daily), as compared with placebo, in preventing peptic ulcers in 285 patients without peptic ulcers who were receiving long-term NSAID therapy for rheumatoid arthritis (82 percent) or osteoarthritis (18 percent). The patients were evaluated clinically and by endoscopy at base line and after 4, 12, and 24 weeks of treatment. The evaluators were unaware of the treatment assignment. The primary end point was the cumulative incidence of gastric or duodenal ulceration at 24 weeks. The cumulative incidence of gastric ulcers was 20 percent in the placebo group, 13 percent in the group of patients receiving 20 mg of famotidine twice daily (P = 0.24 for the comparison with placebo), and 8 percent in the group receiving 40 mg of famotidine twice daily (P = 0.03 for the comparison with placebo). The proportion of patients in whom duodenal ulcers developed was significantly lower with both doses of famotidine than with placebo (13 percent in the placebo group, 4 percent in the low-dose famotidine group [P = 0.04], and 2 percent in the high-dose famotidine group [P = 0.01]). Both doses of famotidine were well tolerated. Treatment with high-dose famotidine significantly reduces the cumulative incidence of both gastric and duodenal ulcers in patients with arthritis receiving long-term NSAID therapy.	Rheumatoid Arthritis		Aspirin		0
21870978	Vitamin K antagonists are highly effective in preventing stroke in patients with atrial fibrillation but have several limitations. Apixaban is a novel oral direct factor Xa inhibitor that has been shown to reduce the risk of stroke in a similar population in comparison with aspirin. In this randomized, double-blind trial, we compared apixaban (at a dose of 5 mg twice daily) with warfarin (target international normalized ratio, 2.0 to 3.0) in 18,201 patients with atrial fibrillation and at least one additional risk factor for stroke. The primary outcome was ischemic or hemorrhagic stroke or systemic embolism. The trial was designed to test for noninferiority, with key secondary objectives of testing for superiority with respect to the primary outcome and to the rates of major bleeding and death from any cause. The median duration of follow-up was 1.8 years. The rate of the primary outcome was 1.27% per year in the apixaban group, as compared with 1.60% per year in the warfarin group (hazard ratio with apixaban, 0.79; 95% confidence interval [CI], 0.66 to 0.95; P<0.001 for noninferiority; P=0.01 for superiority). The rate of major bleeding was 2.13% per year in the apixaban group, as compared with 3.09% per year in the warfarin group (hazard ratio, 0.69; 95% CI, 0.60 to 0.80; P<0.001), and the rates of death from any cause were 3.52% and 3.94%, respectively (hazard ratio, 0.89; 95% CI, 0.80 to 0.99; P=0.047). The rate of hemorrhagic stroke was 0.24% per year in the apixaban group, as compared with 0.47% per year in the warfarin group (hazard ratio, 0.51; 95% CI, 0.35 to 0.75; P<0.001), and the rate of ischemic or uncertain type of stroke was 0.97% per year in the apixaban group and 1.05% per year in the warfarin group (hazard ratio, 0.92; 95% CI, 0.74 to 1.13; P=0.42). In patients with atrial fibrillation, apixaban was superior to warfarin in preventing stroke or systemic embolism, caused less bleeding, and resulted in lower mortality. (Funded by Bristol-Myers Squibb and Pfizer; ARISTOTLE ClinicalTrials.gov number, NCT00412984.).	Stroke		Aspirin		1
11519503	Despite current treatments, patients who have acute coronary syndromes without ST-segment elevation have high rates of major vascular events. We evaluated the efficacy and safety of the antiplatelet agent clopidogrel when given with aspirin in such patients. We randomly assigned 12,562 patients who had presented within 24 hours after the onset of symptoms to receive clopidogrel (300 mg immediately, followed by 75 mg once daily) (6259 patients) or placebo (6303 patients) in addition to aspirin for 3 to 12 months. The first primary outcome--a composite of death from cardiovascular causes, nonfatal myocardial infarction, or stroke--occurred in 9.3 percent of the patients in the clopidogrel group and 11.4 percent of the patients in the placebo group (relative risk with clopidogrel as compared with placebo, 0.80; 95 percent confidence interval, 0.72 to 0.90; P<0.001). The second primary outcome--the first primary outcome or refractory ischemia--occurred in 16.5 percent of the patients in the clopidogrel group and 18.8 percent of the patients in the placebo group (relative risk, 0.86; 95 percent confidence interval, 0.79 to 0.94; P<0.001). The percentages of patients with in-hospital refractory or severe ischemia, heart failure, and revascularization procedures were also significantly lower with clopidogrel. There were significantly more patients with major bleeding in the clopidogrel group than in the placebo group (3.7 percent vs. 2.7 percent; relative risk, 1.38; P=0.001), but there were not significantly more patients with episodes of life-threatening bleeding (2.2 percent [corrected] vs. 1.8 percent; P=0.13) or hemorrhagic strokes (0.1 percent vs. 0.1 percent). The antiplatelet agent clopidogrel has beneficial effects in patients with acute coronary syndromes without ST-segment elevation. However, the risk of major bleeding is increased among patients treated with clopidogrel.	Stroke		Aspirin		1
11786451	To determine the effects of antiplatelet therapy among patients at high risk of occlusive vascular events. Collaborative meta-analyses (systematic overviews). Randomised trials of an antiplatelet regimen versus control or of one antiplatelet regimen versus another in high risk patients (with acute or previous vascular disease or some other predisposing condition) from which results were available before September 1997. Trials had to use a method of randomisation that precluded prior knowledge of the next treatment to be allocated and comparisons had to be unconfounded-that is, have study groups that differed only in terms of antiplatelet regimen. 287 studies involving 135 000 patients in comparisons of antiplatelet therapy versus control and 77 000 in comparisons of different antiplatelet regimens. "Serious vascular event": non-fatal myocardial infarction, non-fatal stroke, or vascular death. Overall, among these high risk patients, allocation to antiplatelet therapy reduced the combined outcome of any serious vascular event by about one quarter; non-fatal myocardial infarction was reduced by one third, non-fatal stroke by one quarter, and vascular mortality by one sixth (with no apparent adverse effect on other deaths). Absolute reductions in the risk of having a serious vascular event were 36 (SE 5) per 1000 treated for two years among patients with previous myocardial infarction; 38 (5) per 1000 patients treated for one month among patients with acute myocardial infarction; 36 (6) per 1000 treated for two years among those with previous stroke or transient ischaemic attack; 9 (3) per 1000 treated for three weeks among those with acute stroke; and 22 (3) per 1000 treated for two years among other high risk patients (with separately significant results for those with stable angina (P=0.0005), peripheral arterial disease (P=0.004), and atrial fibrillation (P=0.01)). In each of these high risk categories, the absolute benefits substantially outweighed the absolute risks of major extracranial bleeding. Aspirin was the most widely studied antiplatelet drug, with doses of 75-150 mg daily at least as effective as higher daily doses. The effects of doses lower than 75 mg daily were less certain. Clopidogrel reduced serious vascular events by 10% (4%) compared with aspirin, which was similar to the 12% (7%) reduction observed with its analogue ticlopidine. Addition of dipyridamole to aspirin produced no significant further reduction in vascular events compared with aspirin alone. Among patients at high risk of immediate coronary occlusion, short term addition of an intravenous glycoprotein IIb/IIIa antagonist to aspirin prevented a further 20 (4) vascular events per 1000 (P<0.0001) but caused 23 major (but rarely fatal) extracranial bleeds per 1000. Aspirin (or another oral antiplatelet drug) is protective in most types of patient at increased risk of occlusive vascular events, including those with an acute myocardial infarction or ischaemic stroke, unstable or stable angina, previous myocardial infarction, stroke or cerebral ischaemia, peripheral arterial disease, or atrial fibrillation. Low dose aspirin (75-150 mg daily) is an effective antiplatelet regimen for long term use, but in acute settings an initial loading dose of at least 150 mg aspirin may be required. Adding a second antiplatelet drug to aspirin may produce additional benefits in some clinical circumstances, but more research into this strategy is needed.	Stroke		Aspirin		1
8918275	Many clinical trials have evaluated the benefit of long-term use of antiplatelet drugs in reducing the risk of clinical thrombotic events. Aspirin and ticlopidine have been shown to be effective, but both have potentially serious adverse effects. Clopidogrel, a new thienopyridine derivative similar to ticlopidine, is an inhibitor of platelet aggregation induced by adenosine diphosphate. CAPRIE was a randomised, blinded, international trial designed to assess the relative efficacy of clopidogrel (75 mg once daily) and aspirin (325 mg once daily) in reducing the risk of a composite outcome cluster of ischaemic stroke, myocardial infarction, or vascular death; their relative safety was also assessed. The population studied comprised subgroups of patients with atherosclerotic vascular disease manifested as either recent ischaemic stroke, recent myocardial infarction, or symptomatic peripheral arterial disease. Patients were followed for 1 to 3 years. 19,185 patients, with more than 6300 in each of the clinical subgroups, were recruited over 3 years, with a mean follow-up of 1.91 years. There were 1960 first events included in the outcome cluster on which an intention-to-treat analysis showed that patients treated with clopidogrel had an annual 5.32% risk of ischaemic stroke, myocardial infarction, or vascular death compared with 5.83% with aspirin. These rates reflect a statistically significant (p = 0.043) relative-risk reduction of 8.7% in favour of clopidogrel (95% Cl 0.3-16.5). Corresponding on-treatment analysis yielded a relative-risk reduction of 9.4%. There were no major differences in terms of safety. Reported adverse experiences in the clopidogrel and aspirin groups judged to be severe included rash (0.26% vs 0.10%), diarrhoea (0.23% vs 0.11%), upper gastrointestinal discomfort (0.97% vs 1.22%), intracranial haemorrhage (0.33% vs 0.47%), and gastrointestinal haemorrhage (0.52% vs 0.72%), respectively. There were ten (0.10%) patients in the clopidogrel group with significant reductions in neutrophils (< 1.2 x 10(9)/L) and 16 (0.17%) in the aspirin group. Long-term administration of clopidogrel to patients with atherosclerotic vascular disease is more effective than aspirin in reducing the combined risk of ischaemic stroke, myocardial infarction, or vascular death. The overall safety profile of clopidogrel is at least as good as that of medium-dose aspirin.	Stroke		Aspirin		1
12114036	Throughout the usual LDL cholesterol range in Western populations, lower blood concentrations are associated with lower cardiovascular disease risk. In such populations, therefore, reducing LDL cholesterol may reduce the development of vascular disease, largely irrespective of initial cholesterol concentrations. 20,536 UK adults (aged 40-80 years) with coronary disease, other occlusive arterial disease, or diabetes were randomly allocated to receive 40 mg simvastatin daily (average compliance: 85%) or matching placebo (average non-study statin use: 17%). Analyses are of the first occurrence of particular events, and compare all simvastatin-allocated versus all placebo-allocated participants. These "intention-to-treat" comparisons assess the effects of about two-thirds (85% minus 17%) taking a statin during the scheduled 5-year treatment period, which yielded an average difference in LDL cholesterol of 1.0 mmol/L (about two-thirds of the effect of actual use of 40 mg simvastatin daily). Primary outcomes were mortality (for overall analyses) and fatal or non-fatal vascular events (for subcategory analyses), with subsidiary assessments of cancer and of other major morbidity. All-cause mortality was significantly reduced (1328 [12.9%] deaths among 10,269 allocated simvastatin versus 1507 [14.7%] among 10,267 allocated placebo; p=0.0003), due to a highly significant 18% (SE 5) proportional reduction in the coronary death rate (587 [5.7%] vs 707 [6.9%]; p=0.0005), a marginally significant reduction in other vascular deaths (194 [1.9%] vs 230 [2.2%]; p=0.07), and a non-significant reduction in non-vascular deaths (547 [5.3%] vs 570 [5.6%]; p=0.4). There were highly significant reductions of about one-quarter in the first event rate for non-fatal myocardial infarction or coronary death (898 [8.7%] vs 1212 [11.8%]; p<0.0001), for non-fatal or fatal stroke (444 [4.3%] vs 585 [5.7%]; p<0.0001), and for coronary or non-coronary revascularisation (939 [9.1%] vs 1205 [11.7%]; p<0.0001). For the first occurrence of any of these major vascular events, there was a definite 24% (SE 3; 95% CI 19-28) reduction in the event rate (2033 [19.8%] vs 2585 [25.2%] affected individuals; p<0.0001). During the first year the reduction in major vascular events was not significant, but subsequently it was highly significant during each separate year. The proportional reduction in the event rate was similar (and significant) in each subcategory of participant studied, including: those without diagnosed coronary disease who had cerebrovascular disease, or had peripheral artery disease, or had diabetes; men and, separately, women; those aged either under or over 70 years at entry; and--most notably--even those who presented with LDL cholesterol below 3.0 mmol/L (116 mg/dL), or total cholesterol below 5.0 mmol/L (193 mg/dL). The benefits of simvastatin were additional to those of other cardioprotective treatments. The annual excess risk of myopathy with this regimen was about 0.01%. There were no significant adverse effects on cancer incidence or on hospitalisation for any other non-vascular cause. Adding simvastatin to existing treatments safely produces substantial additional benefits for a wide range of high-risk patients, irrespective of their initial cholesterol concentrations. Allocation to 40 mg simvastatin daily reduced the rates of myocardial infarction, of stroke, and of revascularisation by about one-quarter. After making allowance for non-compliance, actual use of this regimen would probably reduce these rates by about one-third. Hence, among the many types of high-risk individual studied, 5 years of simvastatin would prevent about 70-100 people per 1000 from suffering at least one of these major vascular events (and longer treatment should produce further benefit). The size of the 5-year benefit depends chiefly on such individuals' overall risk of major vascular events, rather than on their blood lipid concentrations alone.	Stroke		Simvastatin		1
26039521	Statin therapy reduces low-density lipoprotein (LDL) cholesterol levels and the risk of cardiovascular events, but whether the addition of ezetimibe, a nonstatin drug that reduces intestinal cholesterol absorption, can reduce the rate of cardiovascular events further is not known. We conducted a double-blind, randomized trial involving 18,144 patients who had been hospitalized for an acute coronary syndrome within the preceding 10 days and had LDL cholesterol levels of 50 to 100 mg per deciliter (1.3 to 2.6 mmol per liter) if they were receiving lipid-lowering therapy or 50 to 125 mg per deciliter (1.3 to 3.2 mmol per liter) if they were not receiving lipid-lowering therapy. The combination of simvastatin (40 mg) and ezetimibe (10 mg) (simvastatin-ezetimibe) was compared with simvastatin (40 mg) and placebo (simvastatin monotherapy). The primary end point was a composite of cardiovascular death, nonfatal myocardial infarction, unstable angina requiring rehospitalization, coronary revascularization (≥30 days after randomization), or nonfatal stroke. The median follow-up was 6 years. The median time-weighted average LDL cholesterol level during the study was 53.7 mg per deciliter (1.4 mmol per liter) in the simvastatin-ezetimibe group, as compared with 69.5 mg per deciliter (1.8 mmol per liter) in the simvastatin-monotherapy group (P<0.001). The Kaplan-Meier event rate for the primary end point at 7 years was 32.7% in the simvastatin-ezetimibe group, as compared with 34.7% in the simvastatin-monotherapy group (absolute risk difference, 2.0 percentage points; hazard ratio, 0.936; 95% confidence interval, 0.89 to 0.99; P=0.016). Rates of prespecified muscle, gallbladder, and hepatic adverse effects and cancer were similar in the two groups. When added to statin therapy, ezetimibe resulted in incremental lowering of LDL cholesterol levels and improved cardiovascular outcomes. Moreover, lowering LDL cholesterol to levels below previous targets provided additional benefit. (Funded by Merck; IMPROVE-IT ClinicalTrials.gov number, NCT00202878.).	Stroke		Simvastatin		1
12814710	Individuals with diabetes are at increased risk of cardiovascular morbidity and mortality, although typically their plasma concentrations of LDL cholesterol are similar to those in the general population. Previous evidence about the effects of lowering cholesterol in people with diabetes has been limited, and most diabetic patients do not currently receive cholesterol-lowering therapy despite their increased risk. 5963 UK adults (aged 40-80 years) known to have diabetes, and an additional 14573 with occlusive arterial disease (but no diagnosed diabetes), were randomly allocated to receive 40 mg simvastatin daily or matching placebo. Prespecified analyses in these prior disease subcategories, and other relevant subcategories, were of first major coronary event (ie, non-fatal myocardial infarction or coronary death) and of first major vascular event (ie, major coronary event, stroke or revascularisation). Analyses were also conducted of subsequent vascular events during the scheduled treatment period. Comparisons are of all simvastatin-allocated versus all placebo-allocated participants (ie, intention to treat), which yielded an average difference in LDL cholesterol of 1.0 mmol/L (39 mg/dL) during the 5-year treatment period. Both among the participants who presented with diabetes and among those who did not, there were highly significant reductions of about a quarter in the first event rate for major coronary events, for strokes, and for revascularisations. For the first occurrence of any of these major vascular events among participants with diabetes, there was a definite 22% (95% CI 13-30) reduction in the event rate (601 [20.2%] simvastatin-allocated vs 748 [25.1%] placebo-allocated, p<0.0001), which was similar to that among the other high-risk individuals studied. There were also highly significant reductions of 33% (95% CI 17-46, p=0.0003) among the 2912 diabetic participants who did not have any diagnosed occlusive arterial disease at entry, and of 27% (95% CI 13-40, p=0.0007) among the 2426 diabetic participants whose pretreatment LDL cholesterol concentration was below 3.0 mmol/L (116 mg/dL). The proportional reduction in risk was also about a quarter among various other subcategories of diabetic patient studied, including: those with different duration, type, or control of diabetes; those aged over 65 years at entry or with hypertension; and those with total cholesterol below 5.0 mmol/L (193 mg/dL). In addition, among participants who had a first major vascular event following randomisation, allocation to simvastatin reduced the rate of subsequent events during the scheduled treatment period. The present study provides direct evidence that cholesterol-lowering therapy is beneficial for people with diabetes even if they do not already have manifest coronary disease or high cholesterol concentrations. Allocation to 40 mg simvastatin daily reduced the rate of first major vascular events by about a quarter in a wide range of diabetic patients studied. After making allowance for non-compliance, actual use of this statin regimen would probably reduce these rates by about a third. For example, among the type of diabetic patient studied without occlusive arterial disease, 5 years of treatment would be expected to prevent about 45 people per 1000 from having at least one major vascular event (and, among these 45 people, to prevent about 70 first or subsequent events during this treatment period). Statin therapy should now be considered routinely for all diabetic patients at sufficiently high risk of major vascular events, irrespective of their initial cholesterol concentrations.	Stroke		Simvastatin		1
22085343	In patients with established cardiovascular disease, residual cardiovascular risk persists despite the achievement of target low-density lipoprotein (LDL) cholesterol levels with statin therapy. It is unclear whether extended-release niacin added to simvastatin to raise low levels of high-density lipoprotein (HDL) cholesterol is superior to simvastatin alone in reducing such residual risk. We randomly assigned eligible patients to receive extended-release niacin, 1500 to 2000 mg per day, or matching placebo. All patients received simvastatin, 40 to 80 mg per day, plus ezetimibe, 10 mg per day, if needed, to maintain an LDL cholesterol level of 40 to 80 mg per deciliter (1.03 to 2.07 mmol per liter). The primary end point was the first event of the composite of death from coronary heart disease, nonfatal myocardial infarction, ischemic stroke, hospitalization for an acute coronary syndrome, or symptom-driven coronary or cerebral revascularization. A total of 3414 patients were randomly assigned to receive niacin (1718) or placebo (1696). The trial was stopped after a mean follow-up period of 3 years owing to a lack of efficacy. At 2 years, niacin therapy had significantly increased the median HDL cholesterol level from 35 mg per deciliter (0.91 mmol per liter) to 42 mg per deciliter (1.08 mmol per liter), lowered the triglyceride level from 164 mg per deciliter (1.85 mmol per liter) to 122 mg per deciliter (1.38 mmol per liter), and lowered the LDL cholesterol level from 74 mg per deciliter (1.91 mmol per liter) to 62 mg per deciliter (1.60 mmol per liter). The primary end point occurred in 282 patients in the niacin group (16.4%) and in 274 patients in the placebo group (16.2%) (hazard ratio, 1.02; 95% confidence interval, 0.87 to 1.21; P=0.79 by the log-rank test). Among patients with atherosclerotic cardiovascular disease and LDL cholesterol levels of less than 70 mg per deciliter (1.81 mmol per liter), there was no incremental clinical benefit from the addition of niacin to statin therapy during a 36-month follow-up period, despite significant improvements in HDL cholesterol and triglyceride levels. (Funded by the National Heart, Lung, and Blood Institute and Abbott Laboratories; AIM-HIGH ClinicalTrials.gov number, NCT00120289.).	Stroke		Simvastatin		1
